Rownum,ItemIdent,target,TargetSoundfile,tword,prime,PrimeSoundfile,ptype,pword,Sequence,Condition,Group
1,C1,radio,radio.wav,word,uradio,uradio.wav,MS,word,1Y,Exp,1
2,C2,dao,dao.wav,word,izmerio,izmerio.wav,C,word,2Y,Exp,1
3,C3,vikao,vikao.wav,word,navikao,navikao.wav,PM,word,3Y,Exp,1
4,C4,bavio,bavio.wav,word,zabavio,zabavio.wav,PM,word,1Y,Exp,1
5,C5,rekao,rekao.wav,word,uzhivao,uzhivao.wav,C,word,2Y,Exp,1
6,C6,ishao,ishao.wav,word,obishao,obishao.wav,PM,word,3Y,Exp,1
7,C7,hteo,hteo.wav,word,prohteo,prohteo.wav,PM,word,1Y,Exp,1
8,C8,znao,znao.wav,word,saznao,saznao.wav,MS,word,2Y,Exp,1
9,C9,bacio,bacio.wav,word,objavio,objavio.wav,C,word,3Y,Exp,1
10,C10,postupio,postupio.wav,word,pio,pio.wav,P,word,1Y,Exp,1
11,C11,oshtrio,oshtrio.wav,word,uvideo,uvideo.wav,C,word,2Y,Exp,1
12,C12,sitnio,sitnio.wav,word,presitnio,presitnio.wav,MS,word,3Y,Exp,1
13,C13,sisao,sisao.wav,word,presisao,presisao.wav,M,word,1Y,Exp,1
14,C14,digao,digao.wav,word,podigao,podigao.wav,MS,word,2Y,Exp,1
15,C15,nashao,nashao.wav,word,snashao,snashao.wav,M,word,3Y,Exp,1
16,C16,kuupio,kuupio.wav,word,naterao,naterao.wav,C,word,1Y,Exp,1
17,C17,dobio,dobio.wav,word,ismejao,ismejao.wav,C,word,2Y,Exp,1
18,C18,stao,stao.wav,word,pristao,pristao.wav,M,word,3Y,Exp,1
19,C19,odao,odao.wav,word,ofarbao,ofarbao.wav,C,word,1Y,Exp,1
20,C20,krao,krao.wav,word,prenosio,prenosio.wav,C,word,2Y,Exp,1
21,C21,vratio,vratio.wav,word,povratio,povratio.wav,M,word,3Y,Exp,1
22,C22,ticao,ticao.wav,word,preticao,preticao.wav,PM,word,1Y,Exp,1
23,C23,luchio,luchio.wav,word,sanjao,sanjao.wav,C,word,2Y,Exp,1
24,C24,setjao,setjao.wav,word,prisetjao,prisetjao.wav,MS,word,3Y,Exp,1
25,C25,orao,orao.wav,word,naborao,naborao.wav,P,word,1Y,Exp,1
26,C26,umeo,umeo.wav,word,zashumeo,zashumeo.wav,P,word,2Y,Exp,1
27,C27,slao,slao.wav,word,naveslao,naveslao.wav,P,word,3Y,Exp,1
28,C28,imao,imao.wav,word,isklimao,isklimao.wav,P,word,1Y,Exp,1
29,C29,pao,pao.wav,word,dopao,dopao.wav,M,word,2Y,Exp,1
30,C30,seedeo,seedeo.wav,word,prebrisao,prebrisao.wav,C,word,3Y,Exp,1
31,F1,kestao,kestao.wav,nonword,trebao,trebao.wav,F,word,1N,Filler,1
32,F2,ispridao,ispridao.wav,nonword,video,video.wav,F,word,2N,Filler,1
33,F3,roshavao,roshavao.wav,nonword,guglovao,guglovao.wav,F,word,3N,Filler,1
34,F4,monsirao,monsirao.wav,nonword,dirao,dirao.wav,F,word,1N,Filler,1
35,F5,koristio,koristio.wav,word,kutao,kutao.wav,F,nonword,2N,Filler,1
36,F6,zheleo,zheleo.wav,word,zakevao,zakevao.wav,F,nonword,3N,Filler,1
37,F7,znachio,znachio.wav,word,ispatao,ispatao.wav,F,nonword,1N,Filler,1
38,F8,ulafao,ulafao.wav,nonword,gledao,gledao.wav,F,word,2N,Filler,1
39,F9,radovao,radovao.wav,word,trazhio,trazhio.wav,F,word,3N,Filler,1
40,F10,vedio,vedio.wav,nonword,verovao,verovao.wav,F,word,1N,Filler,1
41,F11,hvasao,hvasao.wav,nonword,pruvao,pruvao.wav,F,nonword,2N,Filler,1
42,F12,plasio,plasio.wav,nonword,doshtao,doshtao.wav,F,nonword,3N,Filler,1
43,F13,divao,divao.wav,nonword,pravio,pravio.wav,F,word,1N,Filler,1
44,F14,chekao,chekao.wav,word,nobio,nobio.wav,F,nonword,2N,Filler,1
45,F15,zatvorio,zatvorio.wav,word,pitao,pitao.wav,F,word,3N,Filler,1
46,F16,krenuo,krenuo.wav,word,govorio,govorio.wav,F,word,1N,Filler,1
47,F17,shtinio,shtinio.wav,nonword,zhiveo,zhiveo.wav,F,word,2N,Filler,1
48,F18,kamirao,kamirao.wav,nonword,delorao,delorao.wav,F,nonword,3N,Filler,1
49,F19,davao,davao.wav,word,didnuo,didnuo.wav,F,nonword,1N,Filler,1
50,F20,testipao,testipao.wav,nonword,deshavao,deshavao.wav,F,word,2N,Filler,1
51,F21,raskivuo,raskivuo.wav,nonword,nosio,nosio.wav,F,word,3N,Filler,1
52,F22,gontovao,gontovao.wav,nonword,mokao,mokao.wav,F,nonword,1N,Filler,1
53,F23,menjao,menjao.wav,word,reshio,reshio.wav,F,word,2N,Filler,1
54,F24,zatmorio,zatmorio.wav,nonword,terao,terao.wav,F,word,3N,Filler,1
55,F25,dipao,dipao.wav,nonword,ljuchio,ljuchio.wav,F,nonword,1N,Filler,1
56,F26,raspravljao,raspravljao.wav,word,tjatao,tjatao.wav,F,nonword,2N,Filler,1
57,F27,trakao,trakao.wav,nonword,gobeo,gobeo.wav,F,nonword,3N,Filler,1
58,F28,bikao,bikao.wav,nonword,takmichio,takmichio.wav,F,word,1N,Filler,1
59,F29,bresao,bresao.wav,nonword,obileo,obileo.wav,F,nonword,2N,Filler,1
60,F30,pratio,pratio.wav,word,planirao,planirao.wav,F,word,3N,Filler,1
61,F31,okratjao,okratjao.wav,nonword,javio,javio.wav,F,word,1N,Filler,1
62,F32,kupovao,kupovao.wav,word,klirnuo,klirnuo.wav,F,nonword,2N,Filler,1
63,F33,nudio,nudio.wav,word,platio,platio.wav,F,word,3N,Filler,1
64,F34,vregao,vregao.wav,nonword,platjao,platjao.wav,F,word,1N,Filler,1
65,F35,govoshio,govoshio.wav,nonword,vozio,vozio.wav,F,word,2N,Filler,1
66,F36,trogao,trogao.wav,nonword,sunio,sunio.wav,F,nonword,3N,Filler,1
67,F37,ispralio,ispralio.wav,nonword,zozao,zozao.wav,F,nonword,1N,Filler,1
68,F38,buzio,buzio.wav,nonword,falio,falio.wav,F,word,2N,Filler,1
69,F39,molio,molio.wav,word,lezhao,lezhao.wav,F,word,3N,Filler,1
70,F40,pustio,pustio.wav,word,odvonio,odvonio.wav,F,nonword,1N,Filler,1
71,F41,vredeo,vredeo.wav,word,bitao,bitao.wav,F,nonword,2N,Filler,1
72,F42,lachio,lachio.wav,nonword,prubao,prubao.wav,F,nonword,3N,Filler,1
73,F43,vekivao,vekivao.wav,nonword,delio,delio.wav,F,word,1N,Filler,1
74,F44,gitirao,gitirao.wav,nonword,felio,felio.wav,F,nonword,2N,Filler,1
75,F45,goreo,goreo.wav,word,borio,borio.wav,F,word,3N,Filler,1
76,F46,bretirao,bretirao.wav,nonword,janio,janio.wav,F,nonword,1N,Filler,1
77,F47,blesao,blesao.wav,nonword,birao,birao.wav,F,word,2N,Filler,1
78,F48,tragao,tragao.wav,word,koshtao,koshtao.wav,F,word,3N,Filler,1
79,F49,prezhio,prezhio.wav,nonword,javljao,javljao.wav,F,word,1N,Filler,1
80,F50,istrazhio,istrazhio.wav,word,trakio,trakio.wav,F,nonword,2N,Filler,1
81,F51,fermirao,fermirao.wav,nonword,valjao,valjao.wav,F,word,3N,Filler,1
82,F52,lichio,lichio.wav,word,svedomio,svedomio.wav,F,nonword,1N,Filler,1
83,F53,cemao,cemao.wav,nonword,zamatio,zamatio.wav,F,nonword,2N,Filler,1
84,F54,leveo,leveo.wav,nonword,vratjao,vratjao.wav,F,word,3N,Filler,1
85,F55,troshio,troshio.wav,word,prazhio,prazhio.wav,F,nonword,1N,Filler,1
86,F56,pazio,pazio.wav,word,pozhegao,pozhegao.wav,F,nonword,2N,Filler,1
87,F57,grujao,grujao.wav,nonword,genuo,genuo.wav,F,nonword,3N,Filler,1
88,F58,pobegao,pobegao.wav,word,chuvao,chuvao.wav,F,word,1N,Filler,1
89,F59,isplatio,isplatio.wav,word,pucao,pucao.wav,F,word,2N,Filler,1
90,F60,sprezhio,sprezhio.wav,nonword,gurnuo,gurnuo.wav,F,word,3N,Filler,1
91,F61,gario,gario.wav,nonword,isprochao,isprochao.wav,F,nonword,1N,Filler,1
92,F62,pljuvao,pljuvao.wav,word,pruzhao,pruzhao.wav,F,word,2N,Filler,1
93,F63,pavario,pavario.wav,nonword,testirao,testirao.wav,F,word,3N,Filler,1
94,F64,lumao,lumao.wav,nonword,glepao,glepao.wav,F,nonword,1N,Filler,1
95,F65,respravljao,respravljao.wav,nonword,repio,repio.wav,F,nonword,2N,Filler,1
96,F66,vimeo,vimeo.wav,nonword,kazao,kazao.wav,F,word,3N,Filler,1
97,F67,tuzhio,tuzhio.wav,word,morao,morao.wav,F,word,1N,Filler,1
98,F68,snivio,snivio.wav,nonword,garnuo,garnuo.wav,F,nonword,2N,Filler,1
99,F69,isplivao,isplivao.wav,word,kucao,kucao.wav,F,word,3N,Filler,1
100,F70,ispanao,ispanao.wav,nonword,guchao,guchao.wav,F,nonword,1N,Filler,1
101,F71,vegao,vegao.wav,nonword,sholirao,sholirao.wav,F,nonword,2N,Filler,1
102,F72,bukio,bukio.wav,nonword,rachunao,rachunao.wav,F,word,3N,Filler,1
103,F73,stramao,stramao.wav,nonword,isprichao,isprichao.wav,F,word,1N,Filler,1
104,F74,nervirao,nervirao.wav,word,branio,branio.wav,F,word,2N,Filler,1
105,F75,trudio,trudio.wav,word,svipao,svipao.wav,F,nonword,3N,Filler,1
106,F76,krinuo,krinuo.wav,nonword,zhalio,zhalio.wav,F,word,1N,Filler,1
107,F77,vasnio,vasnio.wav,nonword,oretjao,oretjao.wav,F,nonword,2N,Filler,1
108,F78,krebao,krebao.wav,nonword,pruzhio,pruzhio.wav,F,word,3N,Filler,1
109,F79,tarmichio,tarmichio.wav,nonword,palio,palio.wav,F,word,1N,Filler,1
110,F80,branuo,branuo.wav,nonword,muchio,muchio.wav,F,word,2N,Filler,1
111,F81,najurio,najurio.wav,word,svirao,svirao.wav,F,word,3N,Filler,1
112,F82,zbunio,zbunio.wav,word,zhamio,zhamio.wav,F,nonword,1N,Filler,1
113,F83,lenio,lenio.wav,nonword,isprobao,isprobao.wav,F,word,2N,Filler,1
114,F84,kashtao,kashtao.wav,nonword,pamtio,pamtio.wav,F,word,3N,Filler,1
115,F85,murio,murio.wav,nonword,zezao,zezao.wav,F,word,1N,Filler,1
116,F86,preklozhio,preklozhio.wav,nonword,nitao,nitao.wav,F,nonword,2N,Filler,1
117,F87,hvalio,hvalio.wav,word,kliknuo,kliknuo.wav,F,word,3N,Filler,1
118,F88,tazhio,tazhio.wav,nonword,vrapao,vrapao.wav,F,nonword,1N,Filler,1
119,F89,rashovao,rashovao.wav,nonword,trejao,trejao.wav,F,nonword,2N,Filler,1
120,F90,drezhio,drezhio.wav,nonword,glasao,glasao.wav,F,word,3N,Filler,1
121,F91,kutovao,kutovao.wav,nonword,kruzhio,kruzhio.wav,F,word,1N,Filler,1
122,F92,gurao,gurao.wav,word,lafao,lafao.wav,F,nonword,2N,Filler,1
123,F93,blokirao,blokirao.wav,word,bavljao,bavljao.wav,F,nonword,3N,Filler,1
124,F94,prakao,prakao.wav,nonword,dapao,dapao.wav,F,nonword,1N,Filler,1
125,F95,vanio,vanio.wav,nonword,zapevao,zapevao.wav,F,word,2N,Filler,1
126,F96,purtao,purtao.wav,nonword,ispravio,ispravio.wav,F,word,3N,Filler,1
127,F97,kvario,kvario.wav,word,kreirao,kreirao.wav,F,word,1N,Filler,1
128,F98,isklivao,isklivao.wav,nonword,grushio,grushio.wav,F,nonword,2N,Filler,1
129,F99,ispelio,ispelio.wav,nonword,montirao,montirao.wav,F,word,3N,Filler,1
130,F100,ispunio,ispunio.wav,word,verogao,verogao.wav,F,nonword,1N,Filler,1
131,F101,zachudio,zachudio.wav,word,vredjao,vredjao.wav,F,word,2N,Filler,1
132,F102,brejao,brejao.wav,nonword,meshao,meshao.wav,F,word,3N,Filler,1
133,F103,dignuo,dignuo.wav,word,pitovao,pitovao.wav,F,nonword,1N,Filler,1
134,F104,bragio,bragio.wav,nonword,zachedio,zachedio.wav,F,nonword,2N,Filler,1
135,F105,dibao,dibao.wav,nonword,slavio,slavio.wav,F,word,3N,Filler,1
136,F106,pavio,pavio.wav,nonword,proshirio,proshirio.wav,F,word,1N,Filler,1
137,F107,kvanio,kvanio.wav,nonword,ucenio,ucenio.wav,F,word,2N,Filler,1
138,F108,gasio,gasio.wav,word,vidjao,vidjao.wav,F,word,3N,Filler,1
139,F109,tebao,tebao.wav,nonword,plakao,plakao.wav,F,word,1N,Filler,1
140,F110,vestao,vestao.wav,nonword,tukachio,tukachio.wav,F,nonword,2N,Filler,1
141,F111,gepao,gepao.wav,nonword,bazalio,bazalio.wav,F,nonword,3N,Filler,1
142,F112,nusio,nusio.wav,nonword,greshio,greshio.wav,F,word,1N,Filler,1
143,F113,shtedeo,shtedeo.wav,word,dizao,dizao.wav,F,word,2N,Filler,1
144,F114,duvao,duvao.wav,word,putovao,putovao.wav,F,word,3N,Filler,1
145,F115,pladio,pladio.wav,nonword,brisao,brisao.wav,F,word,1N,Filler,1
146,F116,kondzhao,kondzhao.wav,nonword,devio,devio.wav,F,nonword,2N,Filler,1
147,F117,tumachio,tumachio.wav,word,mashao,mashao.wav,F,nonword,3N,Filler,1
148,F118,ljutio,ljutio.wav,word,oboleo,oboleo.wav,F,word,1N,Filler,1
149,F119,ispanio,ispanio.wav,nonword,zapatio,zapatio.wav,F,word,2N,Filler,1
150,F120,guplovao,guplovao.wav,nonword,kopirao,kopirao.wav,F,word,3N,Filler,1
151,F121,rodio,rodio.wav,word,znabio,znabio.wav,F,nonword,1N,Filler,1
152,F122,zbulio,zbulio.wav,nonword,glumio,glumio.wav,F,word,2N,Filler,1
153,F123,bezhao,bezhao.wav,word,shapio,shapio.wav,F,nonword,3N,Filler,1
154,F124,istrafio,istrafio.wav,nonword,pushtao,pushtao.wav,F,word,1N,Filler,1
155,F125,zhileo,zhileo.wav,nonword,vorio,vorio.wav,F,nonword,2N,Filler,1
156,F126,mubio,mubio.wav,nonword,zvichao,zvichao.wav,F,nonword,3N,Filler,1
157,F127,katao,katao.wav,nonword,druzhio,druzhio.wav,F,word,1N,Filler,1
158,F128,pazario,pazario.wav,word,blutio,blutio.wav,F,nonword,2N,Filler,1
159,F129,zegnuo,zegnuo.wav,nonword,grejao,grejao.wav,F,word,3N,Filler,1
160,F130,daljao,daljao.wav,nonword,kapirao,kapirao.wav,F,word,1N,Filler,1
161,F131,dekavao,dekavao.wav,nonword,budio,budio.wav,F,word,2N,Filler,1
162,F132,hodao,hodao.wav,word,merio,merio.wav,F,word,3N,Filler,1
163,F133,iskruchio,iskruchio.wav,nonword,puzhao,puzhao.wav,F,nonword,1N,Filler,1
164,F134,formirao,formirao.wav,word,begezhio,begezhio.wav,F,nonword,2N,Filler,1
165,F135,shokirao,shokirao.wav,word,punio,punio.wav,F,word,3N,Filler,1
166,F136,teresio,teresio.wav,nonword,chestitao,chestitao.wav,F,word,1N,Filler,1
167,F137,ispranio,ispranio.wav,nonword,izgadjao,izgadjao.wav,F,word,2N,Filler,1
168,F138,lacao,lacao.wav,nonword,trashio,trashio.wav,F,nonword,3N,Filler,1
169,F139,batirao,batirao.wav,nonword,kontao,kontao.wav,F,word,1N,Filler,1
170,F140,ispratio,ispratio.wav,word,lagao,lagao.wav,F,word,2N,Filler,1
171,F141,batalio,batalio.wav,word,momio,momio.wav,F,nonword,3N,Filler,1
172,F142,trufio,trufio.wav,nonword,glabio,glabio.wav,F,nonword,1N,Filler,1
173,F143,tenio,tenio.wav,nonword,zeznuo,zeznuo.wav,F,word,2N,Filler,1
174,F144,pastio,pastio.wav,nonword,trevirao,trevirao.wav,F,nonword,3N,Filler,1
175,F145,hosao,hosao.wav,nonword,predlozhio,predlozhio.wav,F,word,1N,Filler,1
176,F146,tjutao,tjutao.wav,word,isplamio,isplamio.wav,F,nonword,2N,Filler,1
177,F147,krapio,krapio.wav,nonword,bojao,bojao.wav,F,word,3N,Filler,1
178,F148,dukao,dukao.wav,nonword,kichio,kichio.wav,F,nonword,1N,Filler,1
179,F149,lechio,lechio.wav,word,travio,travio.wav,F,nonword,2N,Filler,1
180,F150,bivao,bivao.wav,word,shtitio,shtitio.wav,F,word,3N,Filler,1
181,F151,kuzhao,kuzhao.wav,nonword,vadio,vadio.wav,F,word,1N,Filler,1
182,F152,udenio,udenio.wav,nonword,kachio,kachio.wav,F,word,2N,Filler,1
183,F153,boravio,boravio.wav,word,chesvitao,chesvitao.wav,F,nonword,3N,Filler,1
184,F154,charirao,charirao.wav,nonword,shetao,shetao.wav,F,word,1N,Filler,1
185,F155,chistio,chistio.wav,word,kretao,kretao.wav,F,word,2N,Filler,1
186,F156,delovao,delovao.wav,word,buzhao,buzhao.wav,F,nonword,3N,Filler,1
187,F157,shalio,shalio.wav,word,trakao,trakao.wav,F,nonword,1N,Filler,1
188,F158,purtio,purtio.wav,nonword,nestao,nestao.wav,F,word,2N,Filler,1
189,F159,hvatao,hvatao.wav,word,trenirao,trenirao.wav,F,word,3N,Filler,1
190,F160,lupao,lupao.wav,word,nestagao,nestagao.wav,F,nonword,1N,Filler,1
191,F161,chafkao,chafkao.wav,nonword,plasirao,plasirao.wav,F,word,2N,Filler,1
192,F162,glasio,glasio.wav,word,varirao,varirao.wav,F,word,3N,Filler,1
193,F163,belezhio,belezhio.wav,word,kasnio,kasnio.wav,F,word,1N,Filler,1
194,F164,ispadao,ispadao.wav,word,hlamio,hlamio.wav,F,nonword,2N,Filler,1
195,F165,citirao,citirao.wav,word,kosirao,kosirao.wav,F,nonword,3N,Filler,1
196,F166,raskinuo,raskinuo.wav,word,kukao,kukao.wav,F,word,1N,Filler,1
197,F167,ljubio,ljubio.wav,word,brojao,brojao.wav,F,word,2N,Filler,1
198,F168,shelao,shelao.wav,nonword,zhereo,zhereo.wav,F,nonword,3N,Filler,1
199,F169,mupio,mupio.wav,nonword,cepao,cepao.wav,F,word,1N,Filler,1
200,F170,krasio,krasio.wav,word,vezao,vezao.wav,F,word,2N,Filler,1
201,F171,brinuo,brinuo.wav,word,cimao,cimao.wav,F,word,3N,Filler,1
202,F172,chudao,chudao.wav,nonword,bejao,bejao.wav,F,nonword,1N,Filler,1
203,F173,nestajao,nestajao.wav,word,bosio,bosio.wav,F,nonword,2N,Filler,1
204,F174,vezivao,vezivao.wav,word,negirao,negirao.wav,F,word,3N,Filler,1
205,F175,beravio,beravio.wav,nonword,tezhio,tezhio.wav,F,word,1N,Filler,1
206,F176,roshio,roshio.wav,nonword,ginuo,ginuo.wav,F,word,2N,Filler,1
207,F177,teretio,teretio.wav,word,ksenuo,ksenuo.wav,F,nonword,3N,Filler,1
208,F178,nagurio,nagurio.wav,nonword,vlasirao,vlasirao.wav,F,nonword,1N,Filler,1
209,F179,sucao,sucao.wav,nonword,chachkao,chachkao.wav,F,word,2N,Filler,1
210,F180,bekao,bekao.wav,nonword,pukao,pukao.wav,F,word,3N,Filler,1
211,F181,lipio,lipio.wav,nonword,bisao,bisao.wav,F,nonword,1N,Filler,1
212,F182,hladio,hladio.wav,word,tretirao,tretirao.wav,F,word,2N,Filler,1
213,F183,bazirao,bazirao.wav,word,dezio,dezio.wav,F,nonword,3N,Filler,1
214,F184,zvuchao,zvuchao.wav,word,kuvao,kuvao.wav,F,word,1N,Filler,1
215,F185,buzhao,buzhao.wav,nonword,odvojio,odvojio.wav,F,word,2N,Filler,1
216,F186,leteo,leteo.wav,word,pretio,pretio.wav,F,word,3N,Filler,1
217,F187,ispalio,ispalio.wav,word,kruvio,kruvio.wav,F,nonword,1N,Filler,1
218,F188,izgudjao,izgudjao.wav,nonword,svedochio,svedochio.wav,F,word,2N,Filler,1
219,F189,sratio,sratio.wav,nonword,snimio,snimio.wav,F,word,3N,Filler,1
220,F190,obratjao,obratjao.wav,word,spremio,spremio.wav,F,word,1N,Filler,1
221,F191,ulagao,ulagao.wav,word,shteleo,shteleo.wav,F,nonword,2N,Filler,1
222,F192,forsidao,forsidao.wav,nonword,nerkirao,nerkirao.wav,F,nonword,3N,Filler,1
223,F193,stradao,stradao.wav,word,kreisao,kreisao.wav,F,nonword,1N,Filler,1
224,F194,rozhio,rozhio.wav,nonword,obetjao,obetjao.wav,F,word,2N,Filler,1
225,F195,lidjao,lidjao.wav,nonword,pamio,pamio.wav,F,nonword,3N,Filler,1
226,F196,lupio,lupio.wav,word,nepirao,nepirao.wav,F,nonword,1N,Filler,1
227,F197,blakirao,blakirao.wav,nonword,disao,disao.wav,F,word,2N,Filler,1
228,F198,bistio,bistio.wav,nonword,dirao,dirao.wav,F,word,3N,Filler,1
1,C1,radio,radio.wav,word,zaradio,zaradio.wav,M,word,1Y,Exp,2
2,C2,dao,dao.wav,word,vladao,vladao.wav,P,word,2Y,Exp,2
3,C3,vikao,vikao.wav,word,odvikao,odvikao.wav,PM,word,3Y,Exp,2
4,C4,bavio,bavio.wav,word,pokazao,pokazao.wav,C,word,1Y,Exp,2
5,C5,mogao,mogao.wav,word,pomogao,pomogao.wav,PM,word,2Y,Exp,2
6,C6,rekao,rekao.wav,word,urekao,urekao.wav,PM,word,3Y,Exp,2
7,C7,ishao,ishao.wav,word,utishao,utishao.wav,P,word,1Y,Exp,2
8,C8,pao,pao.wav,word,nakapao,nakapao.wav,P,word,2Y,Exp,2
9,C9,bacio,bacio.wav,word,ubacio,ubacio.wav,MS,word,3Y,Exp,2
10,C10,pio,pio.wav,word,ostvario,ostvario.wav,C,word,1Y,Exp,2
11,C11,sisao,sisao.wav,word,isisao,isisao.wav,MS,word,2Y,Exp,2
12,C12,pisao,pisao.wav,word,pripisao,pripisao.wav,M,word,3Y,Exp,2
13,C13,mislio,mislio.wav,word,prosipao,prosipao.wav,C,word,1Y,Exp,2
14,C14,stigao,stigao.wav,word,pristigao,pristigao.wav,MS,word,2Y,Exp,2
15,C15,voleo,voleo.wav,word,ponudio,ponudio.wav,C,word,3Y,Exp,2
16,C16,nashao,nashao.wav,word,ponashao,ponashao.wav,PM,word,1Y,Exp,2
17,C17,kuupio,kuupio.wav,word,iskuupio,iskuupio.wav,M,word,2Y,Exp,2
18,C18,dobio,dobio.wav,word,zadobio,zadobio.wav,MS,word,3Y,Exp,2
19,C19,stao,stao.wav,word,preterao,preterao.wav,C,word,1Y,Exp,2
20,C20,chinio,chinio.wav,word,isprosio,isprosio.wav,C,word,2Y,Exp,2
21,C21,igrao,igrao.wav,word,izigrao,izigrao.wav,M,word,3Y,Exp,2
22,C22,odao,odao.wav,word,prohodao,prohodao.wav,P,word,1Y,Exp,2
23,C23,ticao,ticao.wav,word,spoticao,spoticao.wav,P,word,2Y,Exp,2
24,C24,luchio,luchio.wav,word,izluchio,izluchio.wav,MS,word,3Y,Exp,2
25,C25,stavio,stavio.wav,word,predstavio,predstavio.wav,M,word,1Y,Exp,2
26,C26,setjao,setjao.wav,word,otvorio,otvorio.wav,C,word,2Y,Exp,2
27,C27,orao,orao.wav,word,priuchio,priuchio.wav,C,word,3Y,Exp,2
28,C28,varao,varao.wav,word,obukao,obukao.wav,C,word,1Y,Exp,2
29,C29,imao,imao.wav,word,preleteo,preleteo.wav,C,word,2Y,Exp,2
30,C30,seedeo,seedeo.wav,word,posedeo,posedeo.wav,PM,word,3Y,Exp,2
31,F1,kestao,kestao.wav,nonword,trebao,trebao.wav,F,word,1N,Filler,2
32,F2,ispridao,ispridao.wav,nonword,video,video.wav,F,word,2N,Filler,2
33,F3,roshavao,roshavao.wav,nonword,guglovao,guglovao.wav,F,word,3N,Filler,2
34,F4,monsirao,monsirao.wav,nonword,dirao,dirao.wav,F,word,1N,Filler,2
35,F5,koristio,koristio.wav,word,kutao,kutao.wav,F,nonword,2N,Filler,2
36,F6,zheleo,zheleo.wav,word,zakevao,zakevao.wav,F,nonword,3N,Filler,2
37,F7,znachio,znachio.wav,word,ispatao,ispatao.wav,F,nonword,1N,Filler,2
38,F8,ulafao,ulafao.wav,nonword,gledao,gledao.wav,F,word,2N,Filler,2
39,F9,radovao,radovao.wav,word,trazhio,trazhio.wav,F,word,3N,Filler,2
40,F10,vedio,vedio.wav,nonword,verovao,verovao.wav,F,word,1N,Filler,2
41,F11,hvasao,hvasao.wav,nonword,pruvao,pruvao.wav,F,nonword,2N,Filler,2
42,F12,plasio,plasio.wav,nonword,doshtao,doshtao.wav,F,nonword,3N,Filler,2
43,F13,divao,divao.wav,nonword,pravio,pravio.wav,F,word,1N,Filler,2
44,F14,chekao,chekao.wav,word,nobio,nobio.wav,F,nonword,2N,Filler,2
45,F15,zatvorio,zatvorio.wav,word,pitao,pitao.wav,F,word,3N,Filler,2
46,F16,krenuo,krenuo.wav,word,govorio,govorio.wav,F,word,1N,Filler,2
47,F17,shtinio,shtinio.wav,nonword,zhiveo,zhiveo.wav,F,word,2N,Filler,2
48,F18,kamirao,kamirao.wav,nonword,delorao,delorao.wav,F,nonword,3N,Filler,2
49,F19,davao,davao.wav,word,didnuo,didnuo.wav,F,nonword,1N,Filler,2
50,F20,testipao,testipao.wav,nonword,deshavao,deshavao.wav,F,word,2N,Filler,2
51,F21,raskivuo,raskivuo.wav,nonword,nosio,nosio.wav,F,word,3N,Filler,2
52,F22,gontovao,gontovao.wav,nonword,mokao,mokao.wav,F,nonword,1N,Filler,2
53,F23,menjao,menjao.wav,word,reshio,reshio.wav,F,word,2N,Filler,2
54,F24,zatmorio,zatmorio.wav,nonword,terao,terao.wav,F,word,3N,Filler,2
55,F25,dipao,dipao.wav,nonword,ljuchio,ljuchio.wav,F,nonword,1N,Filler,2
56,F26,raspravljao,raspravljao.wav,word,tjatao,tjatao.wav,F,nonword,2N,Filler,2
57,F27,trakao,trakao.wav,nonword,gobeo,gobeo.wav,F,nonword,3N,Filler,2
58,F28,bikao,bikao.wav,nonword,takmichio,takmichio.wav,F,word,1N,Filler,2
59,F29,bresao,bresao.wav,nonword,obileo,obileo.wav,F,nonword,2N,Filler,2
60,F30,pratio,pratio.wav,word,planirao,planirao.wav,F,word,3N,Filler,2
61,F31,okratjao,okratjao.wav,nonword,javio,javio.wav,F,word,1N,Filler,2
62,F32,kupovao,kupovao.wav,word,klirnuo,klirnuo.wav,F,nonword,2N,Filler,2
63,F33,nudio,nudio.wav,word,platio,platio.wav,F,word,3N,Filler,2
64,F34,vregao,vregao.wav,nonword,platjao,platjao.wav,F,word,1N,Filler,2
65,F35,govoshio,govoshio.wav,nonword,vozio,vozio.wav,F,word,2N,Filler,2
66,F36,trogao,trogao.wav,nonword,sunio,sunio.wav,F,nonword,3N,Filler,2
67,F37,ispralio,ispralio.wav,nonword,zozao,zozao.wav,F,nonword,1N,Filler,2
68,F38,buzio,buzio.wav,nonword,falio,falio.wav,F,word,2N,Filler,2
69,F39,molio,molio.wav,word,lezhao,lezhao.wav,F,word,3N,Filler,2
70,F40,pustio,pustio.wav,word,odvonio,odvonio.wav,F,nonword,1N,Filler,2
71,F41,vredeo,vredeo.wav,word,bitao,bitao.wav,F,nonword,2N,Filler,2
72,F42,lachio,lachio.wav,nonword,prubao,prubao.wav,F,nonword,3N,Filler,2
73,F43,vekivao,vekivao.wav,nonword,delio,delio.wav,F,word,1N,Filler,2
74,F44,gitirao,gitirao.wav,nonword,felio,felio.wav,F,nonword,2N,Filler,2
75,F45,goreo,goreo.wav,word,borio,borio.wav,F,word,3N,Filler,2
76,F46,bretirao,bretirao.wav,nonword,janio,janio.wav,F,nonword,1N,Filler,2
77,F47,blesao,blesao.wav,nonword,birao,birao.wav,F,word,2N,Filler,2
78,F48,tragao,tragao.wav,word,koshtao,koshtao.wav,F,word,3N,Filler,2
